Customer_ID,Age,Gender,Category,Product_ID,Sales,Quantity,Discount,Profit,Date,Region,Payment_Method
90391.0,52,Female,Home Decor,977229,4226.21,8,1.11,4902.01,2023-11-08,South,UPI
58193.0,45,Male,Toys,913706,1889.37,39,0.91,1971.67,2024-09-25,North,Cash
66839.0,53,,Misc,982541,5020.15,50,-0.01,4736.09,2024-03-14,,Cash
,Unknown,,Toys,618275,3133.65,45,0.04,4836.24,,West,Cash
64576.0,27,Female,Toys,528362,5265.37,26,0.2,4380.82,2023-07-13,East,Cash
60720.0,63,,Toys,892623,1085.39,21,0.43,878.99,2025-03-25,Unknown,Card
43631.0,Unknown,Male,Home Decor,454287,2626.74,-5,0.07,4084.61,2024-09-02,East,UPI
58286.0,Unknown,Male,Groceries,674153,8381.88,-5,1.16,1320.3,2024-08-01,East,Cash
22175.0,Unknown,Male,Electronics,213085,4469.04,-2,0.43,1712.48,2024-07-26,South,UPI
50905.0,31,Female,Home Decor,218603,3670.92,37,0.26,4556.71,2023-10-24,Unknown,Card
82408.0,25,Male,Clothing,297095,7648.01,37,0.07,4294.26,,Central,Card
16356.0,Unknown,Female,Groceries,803404,9868.56,21,0.4,1537.59,2024-03-04,Unknown,
38748.0,Unknown,,Groceries,451084,305.64,48,0.16,2514.64,,East,UPI
23920.0,Unknown,,Electronics,291387,6889.61,33,0.96,214.94,2023-06-01,East,Cash
95970.0,25,Female,Groceries,316064,1282.68,13,1.0,3198.84,2023-11-24,Central,Card
22228.0,43,Male,Home Decor,421030,5423.57,2,1.02,4630.39,2025-01-14,South,UPI
85598.0,Unknown,Male,Home Decor,553114,6289.94,38,1.02,3058.13,2024-07-09,North,UPI
77260.0,Unknown,Female,Toys,83482,1231.52,0,1.15,2947.24,2025-05-03,East,
20048.0,23,Male,Home Decor,839981,6555.15,30,-0.14,501.15,2025-05-06,West,UPI
60834.0,24,Male,Clothing,953559,7185.48,17,1.09,1711.66,2024-10-31,East,Cash
14905.0,Unknown,Male,Groceries,194517,9577.45,3,1.19,998.42,2024-12-10,West,UPI
1554.0,51,Female,,556580,9966.46,6,0.5,4852.0,2024-03-19,Central,UPI
51421.0,61,Male,Clothing,587361,3691.95,35,-0.11,308.92,2023-08-10,Central,
78745.0,46,,Misc,939199,5251.71,-3,-0.16,4281.14,,West,
64183.0,43,Female,Misc,722190,2618.29,41,0.76,40.87,2024-02-28,,Card
54208.0,Unknown,Male,Toys,337272,9377.8,46,0.76,1752.55,2024-11-26,South,Card
59543.0,64,Female,Misc,345471,630.24,50,0.72,2666.65,2024-04-20,Central,
42458.0,64,Male,Misc,873620,7158.3,38,0.37,1307.56,2025-03-28,Unknown,UPI
96939.0,41,Male,Clothing,430513,615.89,47,-0.18,439.74,2024-09-25,East,
45086.0,Unknown,Male,Home Decor,495786,4505.12,31,1.1,4437.59,2025-01-21,Unknown,Card
83204.0,Unknown,Female,Home Decor,862110,2630.69,31,0.28,4004.75,2023-12-23,West,Card
68933.0,Unknown,Male,Clothing,829191,8375.97,29,1.15,3807.52,2023-08-26,Unknown,Cash
33471.0,50,Male,Home Decor,832243,3674.91,47,0.88,4347.23,2025-03-19,North,UPI
13623.0,44,Female,Misc,214611,,46,-0.12,1320.54,2025-02-26,Central,UPI
11473.0,Unknown,Female,Clothing,866539,4178.22,47,0.84,4038.31,2024-12-10,North,
8373.0,Unknown,,Electronics,280785,9118.18,28,0.32,2364.47,2023-10-10,West,
70791.0,Unknown,Male,Clothing,859016,6681.93,-5,0.1,3114.12,2025-03-17,Unknown,UPI
14751.0,63,Male,Misc,392467,-256.59,4,0.82,4087.35,2024-03-16,South,UPI
22736.0,Unknown,Female,Groceries,269230,8780.45,6,0.79,64.66,2024-07-04,Central,
26201.0,24,Female,Groceries,958772,8491.46,19,0.36,722.84,2023-10-18,Unknown,
36117.0,Unknown,,Toys,837537,1093.45,4,1.2,2077.23,,West,
71323.0,56,Male,Electronics,330458,1640.21,-1,0.32,1668.93,2024-12-08,Unknown,Cash
79929.0,Unknown,Female,Groceries,56735,2602.37,33,1.02,4304.09,2024-06-26,South,UPI
33457.0,Unknown,Male,Groceries,316740,4600.05,46,0.06,-26.96,2023-05-22,Central,
25384.0,52,Female,Groceries,772161,4051.05,49,0.76,3347.47,2024-10-20,Central,UPI
29158.0,Unknown,Female,Toys,874137,5104.05,-1,1.05,3077.95,2023-11-01,South,
52084.0,65,Male,Groceries,516479,3815.99,15,0.49,2295.88,2024-05-01,Unknown,
39187.0,Unknown,,Misc,403642,6811.55,25,0.92,3038.49,,Unknown,
84635.0,Unknown,Male,Groceries,251446,3721.17,50,0.9,-55.02,,West,
44829.0,Unknown,,Groceries,948345,5577.25,37,1.18,4289.01,,Unknown,Card
12948.0,Unknown,Male,Electronics,22468,9296.84,11,-0.16,2571.12,2024-07-16,Central,
89190.0,,Female,Toys,731038,3348.95,35,0.01,418.57,2024-04-16,East,Card
16311.0,59,Female,Home Decor,843349,4771.08,19,0.82,2219.72,2024-01-21,Unknown,
72474.0,Unknown,,Electronics,289189,7483.76,19,0.19,2749.59,2024-07-06,North,Card
57673.0,49,Male,Toys,408125,3049.41,-5,1.11,488.29,2025-03-29,,Cash
43668.0,32,Male,Toys,153045,2240.71,16,0.85,2092.41,2024-07-11,North,UPI
81297.0,Unknown,Male,Home Decor,939033,1.62,47,0.8,2322.88,2023-06-01,North,Cash
69582.0,,,Clothing,522842,5170.48,25,0.15,1453.57,2024-05-04,North,Cash
84147.0,23,,Clothing,606679,7841.0,29,0.95,2321.2,2023-12-23,West,
12283.0,Unknown,Male,Toys,24030,-317.85,18,0.87,225.06,2024-03-24,Unknown,
62208.0,Unknown,,Toys,933998,6434.94,1,0.72,911.55,2025-01-13,West,Cash
98116.0,Unknown,Female,Clothing,331413,-82.39,33,0.97,799.77,2023-08-14,Central,Card
57490.0,Unknown,,Toys,417437,4568.17,49,0.27,3818.56,2024-11-02,Central,UPI
1654.0,25,Male,Toys,735176,4091.77,-5,-0.08,453.89,2023-09-06,Unknown,
73526.0,40,,Home Decor,792950,9338.11,-5,0.48,3529.51,2023-06-15,North,Cash
96365.0,23,Male,Groceries,867880,1664.03,25,0.17,4182.3,2023-11-27,Unknown,Card
88073.0,Unknown,Male,Toys,735137,4239.18,38,0.06,1459.5,2025-02-23,East,
7231.0,54,Male,Home Decor,626272,7465.23,31,1.17,866.4,2024-04-01,West,Card
63090.0,Unknown,Female,Clothing,540257,7812.86,47,0.36,4726.1,2024-02-02,North,Card
79803.0,Unknown,Female,Home Decor,819757,,29,0.87,4245.6,2024-01-05,East,Cash
38156.0,Unknown,,Groceries,22122,891.57,39,0.41,788.73,2024-01-24,Unknown,Cash
53929.0,Unknown,,Groceries,889410,6030.91,1,0.65,3074.73,2024-03-04,West,
54833.0,41,Male,,274192,6440.56,-4,0.48,2520.57,2024-01-17,East,UPI
94343.0,53,,Clothing,278498,9567.11,4,,1158.74,2024-04-17,Central,
15361.0,Unknown,,Home Decor,345542,6545.67,45,0.74,4384.76,2024-03-13,West,Card
30592.0,Unknown,,Home Decor,675704,7375.65,47,0.21,1236.1,2023-11-03,South,Cash
8937.0,Unknown,Female,Electronics,923746,2285.03,30,0.12,-46.97,2024-11-02,,Cash
27401.0,Unknown,,Misc,790958,3013.14,45,0.99,1744.13,2024-03-10,South,
4074.0,28,Female,Clothing,13235,9262.37,36,0.95,4532.58,2024-12-17,,
96442.0,20,Female,Electronics,455091,1351.78,45,0.62,247.15,2024-12-21,East,UPI
32059.0,Unknown,Male,Groceries,549092,-94.88,3,0.81,1702.35,2023-10-25,South,
46491.0,27,Female,Home Decor,97793,7152.75,20,0.91,-41.14,,South,Card
51196.0,Unknown,Male,,205793,2430.75,4,0.85,2103.18,2023-10-14,North,Cash
20105.0,41,Female,Home Decor,349853,2813.26,8,0.26,4472.7,2024-11-14,Central,
83538.0,Unknown,Female,Misc,938688,3553.18,-4,0.19,1396.09,2024-07-17,East,
24153.0,24,Female,Toys,24136,8567.09,46,0.36,3840.72,2024-10-15,East,
12250.0,Unknown,Female,Home Decor,110392,939.29,12,0.94,1847.46,2024-12-22,West,
25861.0,Unknown,,Toys,742855,3068.87,33,0.05,2287.22,2023-08-12,West,UPI
45467.0,34,Female,Toys,818128,1139.23,7,1.14,1687.21,2023-10-25,North,
2770.0,Unknown,Male,Misc,574128,2402.8,6,0.11,1172.02,2025-04-26,North,UPI
53388.0,30,,Misc,491160,9621.59,41,0.34,2516.51,2024-09-07,West,
35532.0,,,Misc,762606,487.97,-1,0.65,3770.6,2023-09-04,Unknown,UPI
62690.0,Unknown,,Home Decor,677209,2580.48,9,0.49,495.16,,North,UPI
18468.0,Unknown,Female,Electronics,779941,2559.39,28,0.21,1839.66,2024-10-09,East,UPI
89348.0,36,Female,Clothing,917084,8531.6,47,0.38,4861.19,2025-02-03,Unknown,UPI
4208.0,Unknown,,Groceries,640542,9947.79,41,0.33,3451.27,2023-09-02,East,Cash
87446.0,31,Male,Home Decor,28520,8450.77,8,0.11,3757.38,2025-04-02,West,
83758.0,Unknown,Male,Clothing,866521,5932.02,35,0.6,2823.09,2023-09-29,North,UPI
78658.0,33,Male,Misc,836993,462.41,41,1.12,2158.27,2023-10-26,East,
50034.0,44,,Home Decor,146688,4340.75,26,0.35,4703.1,2025-03-14,North,Card
70862.0,Unknown,,Clothing,319870,3338.02,34,0.21,1061.64,2023-06-30,East,
62470.0,61,Female,,709283,6908.83,15,0.82,1192.05,2025-04-18,Unknown,Card
53981.0,27,Female,Toys,347900,8087.67,42,0.39,190.19,2023-12-22,West,Cash
2579.0,65,,Electronics,784256,5937.07,47,1.09,4183.62,2024-12-22,Unknown,Cash
89771.0,19,,,555378,5971.86,19,0.03,113.25,2023-10-05,Central,Card
,Unknown,Female,Groceries,597754,4975.75,29,0.66,3467.54,2023-07-30,East,UPI
92617.0,40,Male,Electronics,273588,-191.33,27,0.7,3525.79,2023-06-29,East,UPI
84310.0,Unknown,Female,Electronics,173942,808.43,27,0.6,659.1,2023-11-11,South,Cash
,39,Female,Toys,807865,3757.02,17,-0.11,435.91,2024-06-01,East,Cash
98381.0,Unknown,Male,Groceries,871448,3766.39,48,-0.0,1003.11,2024-08-19,West,UPI
97958.0,37,Male,Electronics,935918,-70.95,30,0.54,778.27,2024-12-18,East,Cash
12902.0,Unknown,Female,Toys,204930,2037.4,36,0.42,2296.33,2024-08-01,West,
32038.0,Unknown,Male,,354965,8437.1,20,1.16,3694.97,2024-07-15,Unknown,
91233.0,53,,Toys,415046,3863.73,8,0.32,4042.21,2025-02-07,South,UPI
30181.0,Unknown,,Clothing,581621,5163.96,12,1.03,2363.06,2023-10-07,Unknown,Cash
7577.0,Unknown,Male,Misc,30477,7863.16,0,0.43,2358.68,2025-04-16,South,
99103.0,33,,Home Decor,399303,8937.8,6,0.36,1468.86,2023-06-08,West,Cash
45424.0,26,Male,Clothing,566199,4764.71,29,0.07,2044.88,2024-01-05,North,
62221.0,54,,Home Decor,765099,3670.17,-5,0.65,1133.41,2024-09-26,West,Cash
88077.0,Unknown,Male,Clothing,963991,8786.7,45,0.93,3478.66,2024-07-06,North,Cash
12410.0,Unknown,,Groceries,824500,9911.84,46,0.51,210.94,2024-04-26,West,Card
48212.0,42,,Electronics,393261,814.87,39,0.9,3152.78,2024-07-26,North,
14961.0,23,Female,Groceries,376387,3481.5,3,0.67,1216.8,2025-05-13,East,Cash
79620.0,Unknown,,Groceries,100963,5042.73,31,0.81,2270.32,2024-11-22,Central,Card
,Unknown,Male,Electronics,240897,2330.61,8,0.88,3049.91,2024-12-08,South,Cash
80994.0,49,Female,Misc,337009,6291.28,13,0.94,3013.04,2023-10-29,East,
30146.0,64,Male,Home Decor,211970,2136.32,4,0.34,4144.83,2024-06-06,South,
,28,Male,Home Decor,785793,4021.06,19,0.08,2843.42,2024-11-27,West,
63820.0,Unknown,Female,Groceries,256728,8736.95,43,0.1,2218.86,2023-06-20,Unknown,
19409.0,Unknown,Male,Electronics,661179,766.96,26,0.75,514.83,2025-04-26,Unknown,Card
49236.0,57,Male,Toys,222982,752.13,50,0.7,,2024-12-23,West,UPI
11606.0,Unknown,Female,Misc,764803,3318.4,50,0.41,4191.49,2023-07-26,Unknown,UPI
28276.0,31,Male,Groceries,833084,3035.76,48,1.06,2897.45,2023-09-28,South,UPI
30643.0,29,Male,Toys,139862,4529.4,37,0.09,1037.99,2023-11-12,North,
70968.0,Unknown,,Groceries,941269,4570.31,12,0.12,882.57,2023-10-19,Unknown,UPI
57820.0,38,Male,Electronics,250633,119.36,25,0.17,755.15,2024-01-31,North,Cash
29058.0,21,,Electronics,748706,5843.77,5,0.71,4966.59,2025-01-04,West,UPI
76474.0,65,Female,Misc,876791,6418.87,27,0.34,2397.36,2024-04-27,North,Card
,34,,Toys,865071,8481.27,13,0.18,2513.1,2025-02-21,Unknown,Card
60097.0,Unknown,Female,Clothing,279989,3604.72,42,0.3,4875.38,2024-11-10,East,Card
46634.0,Unknown,,Home Decor,545436,5248.37,13,0.43,1654.93,2024-07-30,East,Card
38878.0,49,,Groceries,107357,3215.81,19,,2268.18,2025-02-04,East,UPI
57914.0,34,,Clothing,611364,459.06,-5,-0.09,3530.9,2025-05-08,West,
72639.0,Unknown,,Home Decor,586996,-375.82,48,0.1,767.2,2024-12-14,East,Cash
21041.0,48,Female,Home Decor,574960,6083.55,41,0.27,1458.17,2023-11-01,,UPI
92648.0,Unknown,,Groceries,683932,2746.34,30,0.16,4113.12,2024-12-10,North,
26184.0,50,Male,Clothing,814583,9201.18,26,0.44,32.52,2024-06-02,South,Card
67398.0,Unknown,,Toys,830343,7659.26,6,-0.13,455.81,2024-09-16,South,Card
45443.0,35,Female,Home Decor,836806,8347.86,26,0.7,96.82,2024-05-15,Unknown,Cash
63122.0,20,Female,Home Decor,498406,9614.02,10,0.37,4608.0,2024-11-16,Central,
26907.0,59,Male,Groceries,491079,7763.25,39,0.1,767.03,2024-12-08,West,UPI
16863.0,Unknown,,Toys,548188,4804.94,18,0.39,2553.73,2024-02-09,Unknown,
17922.0,,Female,Toys,699297,1258.95,0,0.95,373.46,2024-08-21,South,Cash
49357.0,Unknown,Female,Toys,273727,2694.62,8,0.59,1755.66,2023-05-21,East,UPI
59658.0,Unknown,Female,Toys,715666,4897.77,49,,3403.63,2023-07-17,West,Cash
29180.0,Unknown,,Home Decor,136059,5381.77,37,1.14,1776.83,2023-10-01,Central,
30234.0,Unknown,Female,Clothing,393267,2288.39,-2,-0.07,1481.58,2024-08-24,Unknown,UPI
36611.0,34,,Misc,615890,7465.57,15,0.74,3237.59,2023-08-24,Central,UPI
5909.0,Unknown,Male,Home Decor,792364,8755.68,-1,0.64,3531.93,2024-08-15,South,UPI
42115.0,40,,Home Decor,352182,4081.51,31,0.37,3615.43,2025-02-20,North,
26191.0,44,Female,Home Decor,346121,1457.94,1,0.04,2648.66,2024-10-25,North,Cash
33677.0,Unknown,,Groceries,269939,2911.56,0,0.51,3858.74,2024-09-09,East,Card
,34,,Electronics,617395,8456.48,20,0.8,4985.06,2023-08-24,Unknown,Card
76894.0,Unknown,Male,Toys,361183,4891.23,50,,1578.55,,North,Cash
85512.0,59,Female,Electronics,182704,8644.65,15,0.39,3927.02,2023-09-13,North,Card
2083.0,Unknown,,Home Decor,372186,7374.81,37,0.19,3904.23,2025-04-04,North,UPI
87829.0,Unknown,Male,Home Decor,363525,4654.88,-1,0.17,3395.28,2023-06-03,North,Cash
23398.0,39,Male,,67901,-393.35,16,0.37,4083.94,2023-07-07,North,
56175.0,41,Male,Home Decor,499002,625.11,27,0.65,2787.09,2023-11-14,Central,UPI
45489.0,Unknown,,Groceries,372012,1823.3,5,0.89,2393.01,2023-10-25,North,Card
80515.0,44,Female,Clothing,327275,1838.5,41,0.63,2387.32,2024-04-24,West,UPI
20745.0,20,Male,Toys,716532,3161.89,7,1.03,3428.67,2023-05-27,West,
57992.0,42,,Clothing,670666,-363.87,50,0.9,1319.53,2024-12-14,Central,
53670.0,Unknown,Male,Electronics,867314,5333.45,29,1.1,2293.75,2023-12-23,Central,UPI
44500.0,61,,Groceries,859539,5802.2,50,0.37,358.07,2024-01-20,Unknown,Card
3811.0,Unknown,Female,Electronics,196217,1457.86,24,1.03,3719.4,2025-04-01,North,UPI
75191.0,40,,Misc,911734,7302.05,40,0.66,4467.32,2024-05-18,Unknown,Card
31927.0,Unknown,,Electronics,798762,4030.78,36,0.0,982.89,2025-03-31,South,Card
64286.0,40,Female,Misc,408489,1489.58,10,0.27,298.32,2023-12-09,East,
27313.0,44,Male,Electronics,917032,4687.83,36,0.51,1445.17,2024-11-20,,UPI
6870.0,Unknown,Female,Toys,209471,3682.08,3,0.53,640.23,2023-05-21,South,UPI
8421.0,59,Male,Home Decor,969782,6047.46,18,0.35,4811.93,2024-10-11,Unknown,Card
13966.0,31,Male,Misc,918230,5345.69,46,0.65,4364.94,2024-07-18,East,
55098.0,Unknown,,,221830,9490.3,10,0.66,4148.48,2025-04-05,South,Card
26751.0,41,,Misc,443136,-27.73,18,0.77,3908.21,2024-01-20,East,
73392.0,26,,Electronics,272446,5751.33,43,0.42,3412.28,2023-06-23,West,Card
72290.0,,,Groceries,990914,623.37,42,0.57,2343.05,2025-05-02,South,
10229.0,Unknown,,Groceries,358436,-366.95,35,0.27,1535.71,2024-11-28,East,Cash
63172.0,34,Female,,857636,9281.08,42,-0.01,4725.71,2025-05-12,East,UPI
65092.0,Unknown,,Home Decor,85742,1886.9,10,1.19,4520.1,2024-05-17,North,
18152.0,Unknown,Female,Clothing,661124,8049.79,8,-0.04,835.79,2024-11-14,Unknown,UPI
,,,,404460,6960.73,21,0.78,1726.34,2024-01-01,North,
20941.0,31,,Home Decor,530327,3199.1,7,1.18,3472.58,2024-08-25,East,
2911.0,Unknown,Female,Electronics,434114,6589.72,14,-0.04,2104.5,2024-09-22,South,UPI
12453.0,52,Male,Electronics,331731,8443.9,0,0.37,3076.39,2023-07-15,East,UPI
2384.0,Unknown,Male,Misc,633699,3278.58,15,0.56,1962.71,2025-05-03,North,
83567.0,20,,Electronics,647976,4277.02,-2,0.27,3203.2,2023-07-17,South,UPI
,22,Female,Groceries,33884,1570.51,15,0.86,2133.1,2023-11-07,Unknown,
25707.0,30,Male,Electronics,853990,9584.17,-4,0.38,,2024-08-27,East,
23718.0,38,,Home Decor,402770,4427.39,3,1.09,2908.83,2023-09-13,East,Cash
68568.0,41,Male,Electronics,855930,6403.08,47,0.08,1369.76,2024-07-07,North,Card
29870.0,Unknown,Female,Misc,499924,6180.71,37,0.26,330.77,2023-08-28,East,Card
12237.0,Unknown,,Home Decor,817111,4174.1,9,0.02,4698.5,2023-10-15,North,Cash
11801.0,64,Male,Electronics,857524,1529.62,43,0.07,2812.48,2025-03-24,Unknown,Cash
9694.0,51,Male,Toys,941636,1489.84,32,0.54,1028.3,2024-03-30,Unknown,UPI
1723.0,20,,Clothing,970260,951.24,47,0.22,1139.45,2024-08-08,South,UPI
25611.0,44,,Misc,45887,1227.08,12,0.37,2894.63,2024-04-08,Central,
,55,Male,Toys,543766,9093.54,11,1.19,4803.23,2024-12-17,South,Cash
61559.0,56,,Clothing,585553,2966.54,27,0.29,1928.36,2024-01-13,South,UPI
39373.0,21,Male,Electronics,136748,6290.84,39,0.78,3197.07,2024-09-11,Central,
63194.0,Unknown,Female,Electronics,738949,7824.5,-2,0.82,1788.43,2023-11-18,South,Cash
21111.0,,,Toys,510118,4266.85,13,0.26,2694.66,2024-07-13,South,UPI
94281.0,21,Female,Misc,998985,3880.77,24,0.32,1902.88,2025-02-26,East,
99909.0,Unknown,Female,Home Decor,285168,3912.67,-3,0.83,2670.79,2023-09-07,South,
79363.0,33,,Home Decor,433006,7711.14,35,0.58,197.45,2025-01-05,Unknown,Card
49803.0,Unknown,,Electronics,931587,-90.43,8,0.02,1877.97,2024-04-16,Unknown,
58052.0,Unknown,Female,Misc,775638,-305.79,5,-0.08,1216.02,,East,Card
92916.0,40,Male,Misc,104059,527.26,40,0.39,1011.21,2023-11-06,Unknown,
99892.0,23,,,233151,7832.27,31,-0.1,2723.14,2023-07-23,Unknown,
,35,,Home Decor,913202,6189.81,11,0.93,1377.94,2023-11-17,Unknown,UPI
56507.0,42,,,577251,8168.4,48,-0.18,790.03,2024-07-15,East,
86854.0,Unknown,Male,Home Decor,474648,4967.21,47,1.02,465.27,2023-05-26,North,
76215.0,Unknown,,Clothing,586624,2427.88,15,1.19,,2024-10-31,North,Cash
84303.0,48,Female,Home Decor,651982,6235.59,-1,0.14,3878.05,2023-05-30,South,
39836.0,31,,Groceries,184409,2997.59,14,0.74,3641.0,2024-11-20,Central,
65152.0,32,Male,Home Decor,725988,5690.53,-2,-0.12,221.06,2024-10-29,Unknown,
92834.0,,,Toys,555863,4380.1,45,0.6,4424.13,2023-11-01,Unknown,Card
